Date,Time Period,Geography,Indicator,Value,Unit,Series Code
2025-06-30,2025Q2,SSM,Total assets,27749.6513,EUR billions,SUP.Q.B01.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2025-06-30,2025Q2,SSM,Return on equity (RoE),10.11,Percent,SUP.Q.B01.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,SSM,Cost of risk,0.47,Percent,SUP.Q.B01.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,SSM,Net interest margin,1.51,Percent,SUP.Q.B01.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,SSM,Liquidity coverage ratio,157.71,Percent,SUP.Q.B01.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,SSM,CET1 (Common equity Tier 1) ratio,16.12,Percent,SUP.Q.B01.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,SSM,Non-performing loans ratio (excl. cash balances),2.22,Percent,SUP.Q.B01.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,SSM,Stage 2 loans ratio,9.59,Percent,SUP.Q.B01.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,Germany,Loan-to-deposit ratio,117.24,Percent,SUP.Q.DE.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,Germany,Total assets,5355.8759,EUR billions,SUP.Q.DE.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2025-06-30,2025Q2,Germany,Return on equity (RoE),7.01,Percent,SUP.Q.DE.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,Germany,Cost of risk,0.63,Percent,SUP.Q.DE.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,Germany,Net interest margin,1.04,Percent,SUP.Q.DE.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,Germany,Liquidity coverage ratio,148.04,Percent,SUP.Q.DE.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,Germany,CET1 (Common equity Tier 1) ratio,17.25,Percent,SUP.Q.DE.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,Germany,Non-performing loans ratio (excl. cash balances),1.78,Percent,SUP.Q.DE.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,Germany,Stage 2 loans ratio,14.77,Percent,SUP.Q.DE.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,Italy,Loan-to-deposit ratio,89.77,Percent,SUP.Q.IT.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,Italy,Total assets,2599.0626,EUR billions,SUP.Q.IT.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2025-06-30,2025Q2,Italy,Return on equity (RoE),16.08,Percent,SUP.Q.IT.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,Italy,Cost of risk,0.29,Percent,SUP.Q.IT.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,Italy,Net interest margin,2.14,Percent,SUP.Q.IT.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,Italy,Liquidity coverage ratio,167.76,Percent,SUP.Q.IT.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,Italy,CET1 (Common equity Tier 1) ratio,16.18,Percent,SUP.Q.IT.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,Italy,Non-performing loans ratio (excl. cash balances),2.45,Percent,SUP.Q.IT.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,Italy,Stage 2 loans ratio,8.57,Percent,SUP.Q.IT.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,SSM,Loan-to-deposit ratio,101.50,Percent,SUP.Q.B01.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,SSM,Total assets,27824.6025,EUR billions,SUP.Q.B01.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2025-09-30,2025Q3,SSM,Return on equity (RoE),9.88,Percent,SUP.Q.B01.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,SSM,Cost of risk,0.48,Percent,SUP.Q.B01.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,SSM,Net interest margin,1.50,Percent,SUP.Q.B01.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,SSM,Liquidity coverage ratio,156.70,Percent,SUP.Q.B01.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,SSM,CET1 (Common equity Tier 1) ratio,16.10,Percent,SUP.Q.B01.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,SSM,Non-performing loans ratio (excl. cash balances),2.22,Percent,SUP.Q.B01.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,SSM,Stage 2 loans ratio,9.49,Percent,SUP.Q.B01.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,Germany,Loan-to-deposit ratio,115.20,Percent,SUP.Q.DE.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,Germany,Total assets,5273.8770,EUR billions,SUP.Q.DE.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2025-09-30,2025Q3,Germany,Return on equity (RoE),6.92,Percent,SUP.Q.DE.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,Germany,Cost of risk,0.54,Percent,SUP.Q.DE.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,Germany,Net interest margin,1.05,Percent,SUP.Q.DE.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,Germany,Liquidity coverage ratio,147.25,Percent,SUP.Q.DE.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,Germany,CET1 (Common equity Tier 1) ratio,17.39,Percent,SUP.Q.DE.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,Germany,Non-performing loans ratio (excl. cash balances),1.81,Percent,SUP.Q.DE.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,Germany,Stage 2 loans ratio,14.16,Percent,SUP.Q.DE.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,Italy,Loan-to-deposit ratio,88.80,Percent,SUP.Q.IT.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,Italy,Total assets,2634.7514,EUR billions,SUP.Q.IT.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2025-09-30,2025Q3,Italy,Return on equity (RoE),14.12,Percent,SUP.Q.IT.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,Italy,Cost of risk,0.46,Percent,SUP.Q.IT.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,Italy,Net interest margin,1.99,Percent,SUP.Q.IT.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,Italy,Liquidity coverage ratio,167.67,Percent,SUP.Q.IT.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,Italy,CET1 (Common equity Tier 1) ratio,15.84,Percent,SUP.Q.IT.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,Italy,Non-performing loans ratio (excl. cash balances),2.42,Percent,SUP.Q.IT.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2025-09-30,2025Q3,Italy,Stage 2 loans ratio,8.53,Percent,SUP.Q.IT.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,SSM,Loan-to-deposit ratio,100.49,Percent,SUP.Q.B01.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,SSM,Total assets,27742.0441,EUR billions,SUP.Q.B01.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2025-12-31,2025Q4,SSM,Return on equity (RoE),9.52,Percent,SUP.Q.B01.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,SSM,Cost of risk,0.47,Percent,SUP.Q.B01.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,SSM,Net interest margin,1.52,Percent,SUP.Q.B01.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,SSM,Liquidity coverage ratio,158.60,Percent,SUP.Q.B01.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,SSM,CET1 (Common equity Tier 1) ratio,16.26,Percent,SUP.Q.B01.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,SSM,Non-performing loans ratio (excl. cash balances),2.18,Percent,SUP.Q.B01.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,SSM,Stage 2 loans ratio,9.33,Percent,SUP.Q.B01.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,Germany,Loan-to-deposit ratio,112.01,Percent,SUP.Q.DE.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,Germany,Total assets,5224.8520,EUR billions,SUP.Q.DE.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2025-12-31,2025Q4,Germany,Return on equity (RoE),6.38,Percent,SUP.Q.DE.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,Germany,Cost of risk,0.47,Percent,SUP.Q.DE.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,Germany,Net interest margin,1.07,Percent,SUP.Q.DE.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,Germany,Liquidity coverage ratio,156.31,Percent,SUP.Q.DE.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,Germany,CET1 (Common equity Tier 1) ratio,17.46,Percent,SUP.Q.DE.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,Germany,Non-performing loans ratio (excl. cash balances),1.85,Percent,SUP.Q.DE.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,Germany,Stage 2 loans ratio,14.76,Percent,SUP.Q.DE.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,Italy,Loan-to-deposit ratio,87.93,Percent,SUP.Q.IT.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,Italy,Total assets,2633.0480,EUR billions,SUP.Q.IT.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2025-12-31,2025Q4,Italy,Return on equity (RoE),13.77,Percent,SUP.Q.IT.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,Italy,Cost of risk,0.40,Percent,SUP.Q.IT.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,Italy,Net interest margin,2.03,Percent,SUP.Q.IT.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,Italy,Liquidity coverage ratio,169.20,Percent,SUP.Q.IT.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,Italy,CET1 (Common equity Tier 1) ratio,15.85,Percent,SUP.Q.IT.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,Italy,Non-performing loans ratio (excl. cash balances),2.16,Percent,SUP.Q.IT.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2025-12-31,2025Q4,Italy,Stage 2 loans ratio,8.37,Percent,SUP.Q.IT.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,SSM,Loan-to-deposit ratio,101.60,Percent,SUP.Q.B01.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,SSM,Total assets,28868.4573,EUR billions,SUP.Q.B01.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2026-03-31,2026Q1,SSM,Return on equity (RoE),10.02,Percent,SUP.Q.B01.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,SSM,Cost of risk,0.58,Percent,SUP.Q.B01.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,SSM,Net interest margin,1.54,Percent,SUP.Q.B01.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,SSM,Liquidity coverage ratio,153.93,Percent,SUP.Q.B01.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,SSM,CET1 (Common equity Tier 1) ratio,15.99,Percent,SUP.Q.B01.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,SSM,Non-performing loans ratio (excl. cash balances),2.18,Percent,SUP.Q.B01.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,SSM,Stage 2 loans ratio,9.29,Percent,SUP.Q.B01.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,Germany,Loan-to-deposit ratio,112.75,Percent,SUP.Q.DE.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,Germany,Total assets,5482.6102,EUR billions,SUP.Q.DE.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2026-03-31,2026Q1,Germany,Return on equity (RoE),7.46,Percent,SUP.Q.DE.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,Germany,Cost of risk,0.69,Percent,SUP.Q.DE.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,Germany,Net interest margin,1.04,Percent,SUP.Q.DE.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,Germany,Liquidity coverage ratio,145.79,Percent,SUP.Q.DE.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,Germany,CET1 (Common equity Tier 1) ratio,16.95,Percent,SUP.Q.DE.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,Germany,Non-performing loans ratio (excl. cash balances),1.84,Percent,SUP.Q.DE.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,Germany,Stage 2 loans ratio,14.50,Percent,SUP.Q.DE.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,Italy,Loan-to-deposit ratio,89.93,Percent,SUP.Q.IT.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,Italy,Total assets,2687.1873,EUR billions,SUP.Q.IT.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2026-03-31,2026Q1,Italy,Return on equity (RoE),14.74,Percent,SUP.Q.IT.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,Italy,Cost of risk,0.35,Percent,SUP.Q.IT.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,Italy,Net interest margin,2.03,Percent,SUP.Q.IT.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,Italy,Liquidity coverage ratio,163.88,Percent,SUP.Q.IT.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,Italy,CET1 (Common equity Tier 1) ratio,15.56,Percent,SUP.Q.IT.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,Italy,Non-performing loans ratio (excl. cash balances),2.11,Percent,SUP.Q.IT.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2026-03-31,2026Q1,Italy,Stage 2 loans ratio,8.16,Percent,SUP.Q.IT.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
